id,name,tagline,description,votes_count,comments_count,topics,main_category,platforms,searchable_text,log_votes,engagement_ratio,maker_count,reviews_count,reviews_rating,media_count,launch_hour_utc,launch_day_of_week,is_weekend,is_optimal_launch_hour,is_optimal_launch_day,name_len_chars,tagline_len_words,desc_len_words,has_emoji_in_tagline,is_question_tagline,topic_count,is_ai_product,is_saas_product,is_dev_tool,is_productivity,is_github_repo,has_custom_domain,daily_rank_clean,weekly_rank_clean,is_viral,product_type,target_user,target_user_score,pricing_model,pricing_model_score,core_function,core_function_score,heat_tier,tone,tone_score,positioning,positioning_score,positioning_source
1156503,Harbor,CLI + companion App to spin up complete local LLM stacks,"Harbor saves you dozens of hours configuring your local AI stack. One command spins up LLM backends, chat frontends, web search, voice, image gen, fine-tuning, agent tools - all pre-configured to talk to each other. Manage your downloaded models, create config profiles, use agentic coding tools with your local LLMs, and much more.",62,1,"AI, Developer Tools",AI,Github,"Harbor. CLI + companion App to spin up complete local LLM stacks. Harbor saves you dozens of hours configuring your local AI stack. One command spins up LLM backends, chat frontends, web search, voice, image gen, fine-tuning, agent tools - all pre-configured to talk to each other. Manage your downloaded models, create config profiles, use agentic coding tools with your local LLMs, and much more.. Topics: AI, Developer Tools. Category: AI",4.143134726391533,0.0158730158730158,1,0,0.0,6,7,2,0,0,1,6,11,53,0,0,3,1,0,1,0,0,1,28,71,1,AI,Solo Founder,0.5216,Paid,0.4439,Developer Tool,0.5375,High Heat,practical,0.4139,Niche,0.3231,zero-shot
1155135,Curlo,Local AI search to find SFX and music by describing it,"Curlo is a privacy-first macOS app for searching, previewing, and organizing large sound libraries. Find SFX or music by describing what you want to hear, search for similar sounds, edit metadata & UCS, manage tags, and keep everything fully local on your Mac.",63,3,"AI, Productivity",AI,App Store,"Curlo. Local AI search to find SFX and music by describing it. Curlo is a privacy-first macOS app for searching, previewing, and organizing large sound libraries. Find SFX or music by describing what you want to hear, search for similar sounds, edit metadata & UCS, manage tags, and keep everything fully local on your Mac.. Topics: AI, Productivity. Category: AI",4.158883083359672,0.046875,1,0,0.0,8,7,2,0,0,1,5,11,43,0,0,3,1,0,0,1,0,1,29,72,1,AI,Solo Founder,0.4523,Paid,0.6,Automation,0.4795,High Heat,innovative,0.6347,Indie Hacker Friendly,0.4092,zero-shot
1156249,AgenticCalling AI,Give your AI the power to make phone calls,"Give your AI a dedicated phone number and the power to make calls. AgenticCalling lets Claude, ChatGPT, OpenClaw or any custom agent execute unscripted, goal-oriented calls. We handle the messy infra - Numbers, A2P, IVRs, voicemails, & retries. Your agent dials out, navigates conversations, and returns clean JSON data. Built for action: rate shopping, negotiations, & real-world execution. Just say: “Hey Claude, call my mom at +1-786786786 and tell her I love her!”",63,1,"AI, Developer Tools",AI,Website,"AgenticCalling AI. Give your AI the power to make phone calls. Give your AI a dedicated phone number and the power to make calls. AgenticCalling lets Claude, ChatGPT, OpenClaw or any custom agent execute unscripted, goal-oriented calls. We handle the messy infra - Numbers, A2P, IVRs, voicemails, & retries. Your agent dials out, navigates conversations, and returns clean JSON data. Built for action: rate shopping, negotiations, & real-world execution. Just say: “Hey Claude, call my mom at +1-786786786 and tell her I love her!”. Topics: AI, Developer Tools. Category: AI",4.158883083359672,0.015625,1,0,0.0,7,7,2,0,0,1,17,9,73,0,0,3,1,0,1,0,0,1,30,73,1,AI,Solo Founder,0.4763,Paid,0.4723,AI Agent,0.6522,High Heat,innovative,0.4617,Niche,0.4934,zero-shot
1156616,Cotypist,"Local AI Autocomplete in your voice, anywhere on your Mac","Cotypist is smart autocomplete for the Mac apps you already write in: Mail, Slack, Notes, docs, even AI prompts. Press Tab when a suggestion fits, or keep typing and watch it update in real time. Runs locally on your Mac. No cloud, no API calls.",71,68,"AI, Productivity",AI,Website,"Cotypist. Local AI Autocomplete in your voice, anywhere on your Mac. Cotypist is smart autocomplete for the Mac apps you already write in: Mail, Slack, Notes, docs, even AI prompts. Press Tab when a suggestion fits, or keep typing and watch it update in real time. Runs locally on your Mac. No cloud, no API calls.. Topics: AI, Productivity. Category: AI",4.276666119016055,0.9444444444444444,3,18,4.39,5,7,2,0,0,1,8,10,45,0,0,3,1,0,0,1,0,1,31,74,1,AI,Solo Founder,0.4716,Paid,0.3945,Automation,0.6037,High Heat,practical,0.4895,Niche,0.4068,zero-shot
1153721,Supersleep,"Improve your sleep, don't just track it","Supersleep is a sleep habit app for people tired of turning sleep into a performance. Instead of scores and endless metrics, it focuses on simple, science-based habits, gentle reminders, and realistic routines that help you sleep better over time. Works with or without a wearable and integrates with Apple Health.",26,3,Productivity,Productivity,"Twitter, App Store, Website","Supersleep. Improve your sleep, don't just track it. Supersleep is a sleep habit app for people tired of turning sleep into a performance. Instead of scores and endless metrics, it focuses on simple, science-based habits, gentle reminders, and realistic routines that help you sleep better over time. Works with or without a wearable and integrates with Apple Health.. Topics: Productivity. Category: Productivity",3.295836866004329,0.1111111111111111,1,0,0.0,7,7,2,0,0,1,10,7,50,0,0,3,0,0,0,1,0,1,32,79,1,Productivity,Solo Founder,0.4538,Paid,0.5043,Automation,0.2499,High Heat,innovative,0.5144,Niche,0.5559,zero-shot
1156341,Rival Charts,Create stunning chart races 🚀 📊 that go viral!,"Create stunning interactive bar chart races in seconds 🚀 Stop publishing static charts. Turn boring numbers into videos people actually watch, share, and remember. Upload your data. Pick a theme. Rival transforms stats into beautiful MP4 videos or interactive HTML experiences - instantly. Perfect for journalists, creators, analysts, and anyone who wants data to stop people scrolling.",24,6,General,General,"Twitter, Website","Rival Charts. Create stunning chart races 🚀 📊 that go viral!. Create stunning interactive bar chart races in seconds 🚀 Stop publishing static charts. Turn boring numbers into videos people actually watch, share, and remember. Upload your data. Pick a theme. Rival transforms stats into beautiful MP4 videos or interactive HTML experiences - instantly. Perfect for journalists, creators, analysts, and anyone who wants data to stop people scrolling.. Topics: General. Category: General",3.218875824868201,0.24,1,0,0.0,7,7,2,0,0,1,12,9,57,1,0,3,0,0,0,0,0,1,33,81,1,General,Solo Founder,0.485,Paid,0.4317,Developer Tool,0.2958,High Heat,innovative,0.5507,Highly Viral,0.9059,zero-shot
1155452,Fundraisly,AI fundraising agent that finds investors and books meetings,"Fundraisly: ultimate AI agent for fundraising. It analyzes 300K+ investors and millions of deals, identifies the relevant ones actively investing in your space, maps warm paths to them from your own network, then covers the rest with targeted cold outreach. The result: 20-40 qualified investor meetings. Built by founders who raised over $1B.",22,9,AI,AI,Website,"Fundraisly. AI fundraising agent that finds investors and books meetings. Fundraisly: ultimate AI agent for fundraising. It analyzes 300K+ investors and millions of deals, identifies the relevant ones actively investing in your space, maps warm paths to them from your own network, then covers the rest with targeted cold outreach. The result: 20-40 qualified investor meetings. Built by founders who raised over $1B.. Topics: AI. Category: AI",3.1354942159291497,0.391304347826087,7,0,0.0,6,7,2,0,0,1,10,9,53,0,0,3,1,0,0,0,0,1,34,82,1,AI,Solo Founder,0.5752,Paid,0.6821,AI Agent,0.8231,High Heat,innovative,0.5124,Enterprise-Ready,0.2862,zero-shot
1154865,Zoomr,Turn any screen recording into a polished product demo,"Zoomr is a lightweight screen recording tool that lets you record your screen with live zoom effects, drawing overlays, screenshots, and instant exports for polished product demos, tutorials.",20,4,General,General,"Twitter, Website","Zoomr. Turn any screen recording into a polished product demo. Zoomr is a lightweight screen recording tool that lets you record your screen with live zoom effects, drawing overlays, screenshots, and instant exports for polished product demos, tutorials.. Topics: General. Category: General",3.044522437723423,0.1904761904761904,1,0,0.0,6,7,2,0,0,1,5,9,28,0,0,3,0,0,0,0,0,1,35,83,1,General,Solo Founder,0.4678,Paid,0.4072,Developer Tool,0.3112,High Heat,innovative,0.3237,Indie Hacker Friendly,0.3569,zero-shot
1150683,Roley,API Testing tool built for Teams,"Build, test, and manage APIs all in one powerful workspace. Roley.io is a faster, cleaner, and more affordable alternative to Postman, designed for modern development teams. Streamline API testing, collaboration, documentation, and project management with a developer-first experience.",18,4,"Developer Tools, Productivity",Developer Tools,Website,"Roley. API Testing tool built for Teams. Build, test, and manage APIs all in one powerful workspace. Roley.io is a faster, cleaner, and more affordable alternative to Postman, designed for modern development teams. Streamline API testing, collaboration, documentation, and project management with a developer-first experience.. Topics: Developer Tools, Productivity. Category: Developer Tools",2.9444389791664403,0.2105263157894736,3,0,0.0,6,7,2,0,0,1,5,6,38,0,0,3,0,0,1,1,0,1,36,87,1,Developer Tools,Enterprise,0.4644,Paid,0.524,Developer Tool,0.7546,High Heat,innovative,0.5769,Niche,0.3769,zero-shot
1143564,AI Web Scraper Builder,Lovable for Scrapers,"Create production-ready web scraper code in minutes with AI. Paste URLs and our AI analyzes the page structure, maps selectors, and writes complete scraper code in Python, Node.js, Scrapy, Playwright & more. Free trial available.",18,6,"AI, Developer Tools",AI,"Website, Twitter","AI Web Scraper Builder. Lovable for Scrapers. Create production-ready web scraper code in minutes with AI. Paste URLs and our AI analyzes the page structure, maps selectors, and writes complete scraper code in Python, Node.js, Scrapy, Playwright & more. Free trial available.. Topics: AI, Developer Tools. Category: AI",2.9444389791664403,0.3157894736842105,2,0,0.0,8,7,2,0,0,1,22,3,35,0,0,3,1,0,1,0,0,1,37,84,1,AI,Solo Founder,0.5487,Free,0.9747,Automation,0.341,High Heat,practical,0.3827,Indie Hacker Friendly,0.4257,zero-shot
1156112,Tiger Finder AI Profile Classifier,"Filter real human creators on TikTok, skip everything else","TikTok creator search, minus the shops, charities, communities, organizations, and any other account that isn't an individual creator. Use Tiger Finder to achieve 10x more effective results than the traditional influencer search.",16,11,General,General,"LinkedIn, Instagram, Website, Twitter","Tiger Finder AI Profile Classifier. Filter real human creators on TikTok, skip everything else. TikTok creator search, minus the shops, charities, communities, organizations, and any other account that isn't an individual creator. Use Tiger Finder to achieve 10x more effective results than the traditional influencer search.. Topics: General. Category: General",2.833213344056216,0.6470588235294118,2,0,0.0,4,7,2,0,0,1,34,9,32,0,0,3,0,0,0,0,0,1,38,88,1,General,Solo Founder,0.4058,Paid,0.5748,Automation,0.4828,High Heat,innovative,0.4888,Indie Hacker Friendly,0.4703,zero-shot
1156812,Kakunin,Cryptographic identity for autonomous AI agents,"AI agents are making real decisions — executing trades, accessing patient data, filing documents. But there's no way to prove what an agent is, what it's allowed to do, or what it actually did. Kakunin fixes that. It issues X.509 certificates to AI agents, monitors their behavior in real time, and auto-revokes access when risk crosses a threshold. Regulator-ready audit reports in one click. Works with LangChain, CrewAI, AutoGen, CAMEL, Mastra, Vercel AI SDK. Python and TypeScript SDKs.",14,25,"AI, SaaS, Developer Tools",SaaS,"Hugging Face, Twitter, Website","Kakunin. Cryptographic identity for autonomous AI agents. AI agents are making real decisions — executing trades, accessing patient data, filing documents. But there's no way to prove what an agent is, what it's allowed to do, or what it actually did. Kakunin fixes that. It issues X.509 certificates to AI agents, monitors their behavior in real time, and auto-revokes access when risk crosses a threshold. Regulator-ready audit reports in one click. Works with LangChain, CrewAI, AutoGen, CAMEL, Mastra, Vercel AI SDK. Python and TypeScript SDKs.. Topics: AI, SaaS, Developer Tools. Category: SaaS",2.70805020110221,1.6666666666666667,1,1,5.0,5,7,2,0,0,1,7,6,78,0,0,3,1,1,1,0,0,1,39,89,1,SaaS,Solo Founder,0.5328,Paid,0.62,AI Agent,0.5118,High Heat,innovative,0.545,Niche,0.3164,zero-shot
1156339,Syncaut,The automation platform built for e-commerce agencies,"Most automation tools weren't built for agencies. You get one flat account, no client separation, and you're rebuilding the same workflows from scratch every time a new client comes in. Syncaut fixes that. Every client gets their own workspace. Build a workflow once, save it as a template, deploy it to every client in seconds. Flat pricing — unlimited workspaces, unlimited workflows. No per-task fees, no AI markup. Bring your own API keys.",11,5,SaaS,SaaS,"LinkedIn, Twitter, Website","Syncaut. The automation platform built for e-commerce agencies. Most automation tools weren't built for agencies. You get one flat account, no client separation, and you're rebuilding the same workflows from scratch every time a new client comes in. Syncaut fixes that. Every client gets their own workspace. Build a workflow once, save it as a template, deploy it to every client in seconds. Flat pricing — unlimited workspaces, unlimited workflows. No per-task fees, no AI markup. Bring your own API keys.. Topics: SaaS. Category: SaaS",2.4849066497880004,0.4166666666666667,1,0,0.0,5,7,2,0,0,1,7,7,73,0,0,3,0,1,0,0,0,1,40,112,1,SaaS,Solo Founder,0.5293,Paid,0.5018,Automation,0.8581,High Heat,innovative,0.4505,Niche,0.501,zero-shot
